age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,Customer_ID,Transaction_Date,Transaction_Amount,Subscription_Status
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-10-28,80.05,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-01-23,47.76,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-31,48.99,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-10-25,34.61,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-12,64.45,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-05-06,72.39,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-04-04,36.74,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-06-07,75.34,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-11-30,80.66,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-12-20,38.9,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-12-01,29.27,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-22,48.33,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-01-01,34.11,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-28,28.39,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-11-15,79.55,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-10-01,30.05,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-03-17,80.89,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-25,61.2,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-10-11,50.39,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-02,59.73,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-02-20,32.79,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-09-03,33.77,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-04-25,57.5,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-28,50.84,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-06-11,78.23,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-30,56.71,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-23,71.7,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-01-03,34.57,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-03,72.45,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-02,43.38,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-12,71.6,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-02-25,77.54,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-01,41.9,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-12-01,73.04,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-05,51.74,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-09-29,66.71,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-09-13,61.79,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-05-27,73.99,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-06-18,45.33,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-04-06,51.12,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-03-31,66.48,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-15,41.76,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-10,47.89,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-14,59.31,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-13,29.31,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-12-24,31.65,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-06-06,44.13,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-07-16,34.31,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-14,45.99,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-06-29,46.75,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-08,56.47,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-10-05,50.83,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-01-24,29.66,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-10-02,49.67,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-12-03,28.32,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-15,45.12,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-18,72.96,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-07-02,66.74,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-11-09,34.23,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-06-18,69.6,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-21,77.76,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-10,63.38,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-02,44.26,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-11-23,67.87,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-06-14,41.69,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-27,64.81,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-31,44.45,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-01-13,57.88,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-12-16,27.64,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-03-07,39.69,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-23,70.86,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-18,34.89,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-03-20,48.23,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-12-12,78.32,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-29,69.57,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-07,61.73,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-26,44.62,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-02-02,73.3,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-09-19,27.5,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-07,33.41,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-03-26,28.28,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-05,66.56,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-06-04,78.51,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-02-02,50.42,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-06-15,36.3,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-06-21,67.07,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-11-10,77.01,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-08,32.64,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-03,72.65,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-12-23,61.42,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-05-12,67.6,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-09,48.48,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-05,78.99,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-10-10,30.99,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-13,36.48,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-01-22,33.99,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-09-29,40.75,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-15,65.11,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-20,33.98,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-11-30,48.56,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-02,64.57,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-31,68.57,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-28,66.99,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-03-24,27.35,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-01-14,31.46,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-06-30,30.0,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-12,64.49,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-18,78.64,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-04-10,34.47,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-08,67.7,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-18,76.1,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-10-22,66.24,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-23,47.91,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-05-09,38.89,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-05-01,30.49,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-16,37.16,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-07-18,41.01,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-05-03,67.44,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-23,77.66,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-07-10,54.9,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-03-03,73.3,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-10-09,53.93,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-06-11,40.67,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-28,60.17,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-03-20,42.9,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-12-25,53.55,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-06-10,39.35,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-17,71.51,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-05,79.55,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-04,81.17,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-21,60.49,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-01-01,50.5,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-01-29,63.21,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-03-26,29.67,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-18,72.47,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-12,28.11,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-12,74.9,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-09,56.75,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-05,52.46,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-03-27,50.27,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-10-17,53.16,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-02-10,55.67,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-10,68.6,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-12,41.79,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-03-08,48.9,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-06,52.28,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-06-17,61.2,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-07-21,32.26,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-03,69.94,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-02-14,35.86,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-03-03,50.83,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-05,69.55,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-07-02,32.05,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-22,50.64,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-03,36.33,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-10-23,29.26,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-23,53.0,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-31,44.85,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-10-06,30.6,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-03-12,78.56,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-28,51.37,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-03-27,29.59,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-04,55.66,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-04,65.29,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-06,73.17,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-06-13,63.55,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-10-21,45.01,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-09-15,28.84,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-04-26,46.32,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-05-16,41.1,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-10-23,54.62,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-16,53.06,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-06-06,28.95,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-18,54.41,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-09-25,28.91,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-11-07,72.39,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-22,49.77,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-12,68.51,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-12-16,75.64,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-05,37.01,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-31,55.33,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-04-24,62.27,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-05-29,63.35,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-01-23,73.38,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-04-03,34.05,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-24,72.29,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-11-02,79.31,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-13,52.37,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-01-08,61.32,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-23,60.66,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-12,34.25,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-07-20,61.35,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-26,31.15,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-12-26,72.72,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-11-21,59.82,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-12-04,70.06,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-05-27,28.79,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-12-17,43.51,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-07-16,39.03,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-04-26,33.83,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-08-15,69.79,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-07-02,33.24,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-11-12,43.29,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-19,77.85,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-08-28,36.7,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2023-02-03,74.99,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-07-04,43.09,no
40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no,29182,2024-02-23,30.34,no
36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success,no,29183,2023-03-01,10.01,no
36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success,no,29183,2024-07-21,10.43,no
36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success,no,29183,2023-11-26,6.15,no
36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success,no,29183,2024-07-03,4.54,no
57,admin.,married,secondary,no,11,no,no,cellular,2,feb,261,1,265,3,failure,no,29184,2023-10-07,1.58,no
57,admin.,married,secondary,no,11,no,no,cellular,2,feb,261,1,265,3,failure,no,29184,2023-11-02,1.65,no
57,admin.,married,secondary,no,11,no,no,cellular,2,feb,261,1,265,3,failure,no,29184,2023-11-25,1.18,no
34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,unknown,no,29185,2023-12-29,124.67,no
34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,unknown,no,29185,2023-01-02,120.88,no
34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,unknown,no,29185,2024-12-02,135.21,no
34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,unknown,no,29185,2024-03-13,74.41,no
34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,unknown,no,29185,2023-12-21,75.84,no
37,management,married,primary,no,1404,yes,no,cellular,2,feb,97,1,-1,0,unknown,no,29186,2023-06-08,100.95,no
37,management,married,primary,no,1404,yes,no,cellular,2,feb,97,1,-1,0,unknown,no,29186,2024-08-07,165.22,no
37,management,married,primary,no,1404,yes,no,cellular,2,feb,97,1,-1,0,unknown,no,29186,2023-07-16,156.47,no
49,admin.,married,secondary,no,359,yes,no,cellular,2,feb,231,2,271,1,failure,no,29187,2023-02-22,36.92,no
49,admin.,married,secondary,no,359,yes,no,cellular,2,feb,231,2,271,1,failure,no,29187,2023-06-08,38.25,no
37,management,married,tertiary,no,59,yes,yes,telephone,2,feb,319,1,213,1,failure,no,29188,2023-06-06,3.97,no
37,management,married,tertiary,no,59,yes,yes,telephone,2,feb,319,1,213,1,failure,no,29188,2023-12-19,6.5,no
38,entrepreneur,married,tertiary,no,136,yes,yes,cellular,2,feb,113,2,-1,0,unknown,no,29189,2024-12-20,18.85,no
38,entrepreneur,married,tertiary,no,136,yes,yes,cellular,2,feb,113,2,-1,0,unknown,no,29189,2023-05-22,12.26,no
41,admin.,married,secondary,no,437,yes,no,cellular,2,feb,138,1,-1,0,unknown,no,29190,2024-12-30,39.8,no
41,admin.,married,secondary,no,437,yes,no,cellular,2,feb,138,1,-1,0,unknown,no,29190,2023-07-28,42.47,no
41,admin.,married,secondary,no,437,yes,no,cellular,2,feb,138,1,-1,0,unknown,no,29190,2023-07-06,25.53,no
41,admin.,married,secondary,no,437,yes,no,cellular,2,feb,138,1,-1,0,unknown,no,29190,2023-08-22,24.13,no
46,services,divorced,unknown,no,973,no,no,cellular,2,feb,297,1,-1,0,unknown,no,29191,2023-10-18,134.52,no
46,services,divorced,unknown,no,973,no,no,cellular,2,feb,297,1,-1,0,unknown,no,29191,2023-12-21,75.26,no
32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no,29192,2024-09-30,3.75,no
32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no,29192,2023-07-19,7.08,no
32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no,29192,2024-08-11,5.84,no
32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no,29192,2024-12-15,8.05,no
32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no,29192,2023-08-12,7.18,no
38,blue-collar,married,primary,no,489,yes,no,cellular,2,feb,218,1,-1,0,unknown,no,29193,2023-02-08,68.73,no
38,blue-collar,married,primary,no,489,yes,no,cellular,2,feb,218,1,-1,0,unknown,no,29193,2024-05-16,72.29,no
