Customer_ID,Transaction_Date,Transaction_Amount,Subscription_Status
20258,2023-02-05,1.12,no
20259,2023-10-19,76.65,no
20259,2024-01-26,136.86,no
20259,2023-12-09,62.33,no
20259,2024-06-26,87.87,no
20260,2023-05-03,213.77,no
20260,2024-12-24,465.77,no
20260,2024-11-02,305.03,no
20260,2024-10-30,280.23,no
20260,2024-11-29,373.43,no
20261,2023-10-04,47.22,no
20261,2024-10-19,71.65,no
20262,2024-08-05,85.64,no
20262,2024-08-27,91.56,no
20262,2024-03-03,125.91,no
20262,2024-11-21,122.02,no
20263,2024-11-22,30.51,no
20263,2023-05-16,14.14,no
20264,2024-12-10,42.33,no
20264,2023-05-30,48.27,no
20264,2024-05-10,34.19,no
20265,2023-07-20,85.58,no
20265,2023-08-05,86.76,no
20265,2024-12-26,55.14,no
20265,2023-02-12,60.82,no
20266,2023-08-05,95.73,no
20266,2024-07-26,137.59,no
20266,2023-11-07,130.13,no
20266,2023-09-09,117.92,no
20267,2024-02-06,49.97,no
20267,2024-01-02,67.26,no
20267,2023-02-10,78.81,no
20267,2024-02-12,69.2,no
20267,2023-07-29,31.23,no
20268,2024-02-10,782.9,yes
20268,2024-11-09,1238.21,yes
20268,2023-07-10,1385.48,yes
20268,2023-09-16,1490.07,yes
20269,2024-05-02,263.48,no
20269,2023-11-14,153.79,no
20269,2023-03-05,194.45,no
20270,2024-12-18,35.09,no
20270,2024-12-02,31.86,no
20270,2023-02-17,34.28,no
20270,2023-06-20,41.82,no
20270,2023-03-02,16.93,no
20271,2024-11-16,85.29,yes
20271,2024-07-23,124.75,yes
20271,2023-09-05,73.43,yes
20271,2024-04-25,128.39,yes
20271,2024-12-02,104.69,yes
20272,2023-01-24,47.53,no
20272,2024-01-02,94.33,no
20272,2023-12-01,107.02,no
20273,2024-09-14,27.8,no
20273,2024-01-31,36.3,no
20273,2024-11-03,55.1,no
20273,2024-04-04,58.94,no
20273,2024-06-22,39.37,no
20274,2024-08-26,14.46,no
20274,2023-06-09,26.02,no
20274,2023-01-03,28.33,no
20274,2023-09-23,26.9,no
20274,2024-09-19,31.98,no
20275,2024-07-24,82.82,no
20275,2024-06-23,67.11,no
20275,2024-02-15,81.31,no
20275,2024-05-09,86.98,no
20275,2023-06-10,98.92,no
20276,2024-07-04,0.08,no
20276,2024-12-12,0.11,no
20276,2023-02-16,0.14,no
20276,2023-05-03,0.05,no
20276,2024-12-08,0.12,no
20277,2023-05-07,209.9,no
20277,2024-04-26,206.73,no
20277,2023-10-02,177.22,no
20277,2023-09-13,189.93,no
20277,2024-11-01,357.42,no
20278,2024-05-16,148.96,no
20278,2023-07-14,91.83,no
20279,2023-05-24,25.53,no
20279,2023-09-22,42.75,no
20279,2024-10-24,43.06,no
20280,2023-12-06,49.83,no
20280,2024-10-03,55.77,no
20280,2024-07-18,92.71,no
20280,2023-06-06,60.24,no
20281,2023-11-12,349.51,no
20281,2023-11-11,430.59,no
20281,2024-08-29,298.22,no
20281,2024-09-10,173.03,no
20281,2024-10-23,366.31,no
20282,2023-03-21,1.76,no
20282,2024-08-27,1.97,no
20282,2023-02-15,3.0,no
20282,2024-05-27,3.05,no
20282,2024-05-16,2.27,no
20283,2024-02-09,11.2,no
20283,2023-07-19,6.19,no
20283,2024-05-31,14.22,no
20283,2024-07-25,13.25,no
20283,2024-07-30,5.79,no
20284,2024-06-21,325.58,no
20284,2024-02-18,543.28,no
20284,2024-04-04,487.73,no
20284,2024-06-05,256.25,no
20284,2023-07-03,415.39,no
20285,2024-06-08,42.29,no
20285,2024-11-05,26.68,no
20285,2024-08-22,21.21,no
20286,2023-06-25,12.72,no
20286,2023-01-06,18.43,no
20287,2023-08-02,106.2,no
20287,2024-11-11,65.07,no
20287,2024-11-03,44.1,no
20288,2024-05-10,13.07,yes
20288,2023-03-28,30.52,yes
20288,2023-08-31,14.15,yes
20289,2023-09-30,15.47,no
20289,2023-11-24,30.48,no
20289,2023-02-20,17.58,no
20289,2024-01-11,24.0,no
20289,2023-12-22,15.23,no
20290,2023-05-22,60.49,no
20290,2023-04-01,92.51,no
20290,2023-12-24,101.17,no
20290,2023-07-06,72.83,no
20291,2023-11-10,50.64,yes
20291,2024-01-13,48.6,yes
20291,2023-06-13,45.11,yes
20291,2023-02-04,48.61,yes
20292,2023-11-12,17.05,no
20292,2023-11-10,8.97,no
20292,2023-04-17,9.18,no
20292,2023-07-22,13.97,no
20293,2023-12-22,27.26,no
20293,2024-06-15,11.29,no
20293,2024-01-21,29.27,no
20293,2024-12-07,30.63,no
20293,2023-12-04,11.76,no
20294,2024-07-01,100.26,no
20294,2024-05-01,147.65,no
20294,2023-03-09,91.99,no
20294,2024-06-29,158.28,no
20295,2024-12-22,211.22,no
20295,2023-12-16,139.99,no
20295,2024-12-25,145.92,no
20295,2024-11-03,77.81,no
20296,2024-04-27,291.59,yes
20296,2023-01-14,213.45,yes
20296,2023-04-23,236.8,yes
20296,2024-03-03,144.03,yes
20296,2024-01-25,206.32,yes
20297,2024-11-21,3.22,no
20297,2023-10-20,2.6,no
20298,2023-09-05,84.66,no
20298,2024-01-15,144.32,no
20298,2023-01-29,100.22,no
20298,2024-11-25,127.17,no
20299,2023-02-16,4.05,no
20299,2023-12-26,2.74,no
20299,2024-12-21,2.97,no
20300,2023-12-16,43.11,no
20300,2023-05-29,41.71,no
20300,2023-10-29,21.31,no
20300,2023-04-29,37.17,no
20300,2023-05-24,61.89,no
20301,2023-12-23,148.57,no
20301,2024-06-25,143.9,no
20302,2024-06-27,75.5,no
20302,2023-12-06,165.6,no
20302,2023-10-04,176.31,no
20302,2023-06-12,107.53,no
20302,2024-07-23,66.68,no
20303,2023-02-01,81.59,no
20303,2023-01-15,36.13,no
20303,2024-10-05,91.89,no
20303,2024-05-22,83.64,no
20304,2023-02-22,53.54,no
20304,2024-11-20,34.69,no
20305,2023-01-11,143.72,no
20305,2023-07-27,57.97,no
20305,2023-02-14,57.18,no
20305,2024-04-07,130.46,no
20306,2024-03-27,90.13,no
20306,2024-08-07,77.16,no
20306,2024-04-02,147.73,no
20306,2023-07-03,120.73,no
20307,2023-06-29,6.16,no
20307,2023-09-15,9.59,no
20308,2023-09-15,911.3,no
20308,2023-04-08,1176.14,no
20308,2023-03-27,917.79,no
20308,2023-05-14,1545.05,no
20309,2024-02-25,46.73,no
20309,2023-02-24,51.55,no
20309,2024-08-18,44.39,no
20309,2023-08-28,20.12,no
20310,2024-11-21,2.69,no
20310,2023-09-19,1.23,no
20310,2024-11-26,1.61,no
20310,2023-07-17,2.0,no
20311,2024-12-06,112.67,no
20311,2024-12-16,80.31,no
20312,2023-08-11,255.01,no
20312,2024-11-23,478.82,no
20312,2023-06-20,652.09,no
20312,2023-07-01,510.83,no
20313,2023-10-02,263.5,no
20313,2023-04-22,352.46,no
20313,2024-08-14,446.9,no
20313,2024-03-11,486.35,no
20314,2023-04-08,17.88,no
20314,2023-08-11,20.22,no
20314,2023-12-06,22.83,no
20314,2023-08-19,12.64,no
20314,2023-09-27,21.54,no
20315,2023-10-22,26.53,no
20315,2023-12-24,19.33,no
20315,2024-12-01,43.14,no
20316,2024-04-19,65.48,yes
20316,2024-08-28,99.44,yes
20317,2023-02-25,107.18,no
20317,2024-11-26,128.07,no
20317,2024-09-25,56.87,no
20318,2024-06-22,226.07,no
20318,2024-11-16,190.23,no
20319,2023-04-06,17.43,no
20319,2024-09-18,17.66,no
20320,2023-05-27,40.83,no
20320,2023-07-01,48.81,no
20321,2023-12-30,14.51,no
20321,2023-11-08,5.83,no
20322,2023-01-28,84.54,no
20322,2023-05-02,158.81,no
20322,2024-08-03,174.52,no
20322,2024-05-26,63.32,no
20323,2024-09-23,93.1,no
20323,2024-08-09,122.27,no
20323,2024-04-15,56.8,no
20323,2024-05-08,75.91,no
20324,2024-04-14,391.87,no
20324,2024-05-05,170.77,no
20324,2023-02-26,308.03,no
20325,2024-09-17,39.35,no
20325,2023-08-30,23.11,no
20325,2024-06-16,38.17,no
20325,2024-08-19,20.49,no
20325,2024-07-13,16.84,no
20326,2024-04-23,147.54,no
20326,2024-12-12,58.75,no
20326,2024-02-08,132.26,no
20326,2023-03-01,66.43,no
20326,2023-11-20,55.84,no
20327,2024-11-11,84.97,no
20327,2024-07-04,152.47,no
20328,2023-06-21,871.76,no
20328,2023-02-07,1205.19,no
20328,2024-08-17,1089.14,no
20328,2023-11-29,1167.66,no
20329,2024-04-01,50.44,no
20329,2023-10-12,79.52,no
20330,2024-04-28,240.29,no
20330,2023-11-14,322.52,no
20330,2023-01-02,180.68,no
20330,2024-12-19,356.02,no
20330,2024-05-27,315.72,no
20331,2023-03-28,0.27,yes
20331,2024-12-03,0.33,yes
20331,2024-08-17,0.21,yes
20332,2023-06-09,79.98,no
20332,2023-12-10,135.6,no
20333,2023-08-01,146.39,no
20333,2023-09-11,133.94,no
20333,2023-10-22,122.15,no
20333,2023-07-05,133.18,no
20334,2024-08-31,636.65,no
20334,2024-02-28,371.55,no
20335,2024-10-22,53.93,no
20335,2023-06-13,109.64,no
20335,2023-10-01,127.29,no
20335,2023-11-24,116.62,no
20336,2023-02-04,785.06,no
20336,2024-07-08,1049.24,no
20336,2023-11-23,1158.72,no
20337,2024-11-06,332.79,no
20337,2024-06-23,543.45,no
20337,2024-05-11,265.25,no
20338,2024-12-17,74.88,no
20338,2024-06-20,80.41,no
20338,2024-08-16,109.24,no
20339,2023-12-29,455.21,no
20339,2024-11-30,568.84,no
20339,2023-05-27,562.26,no
20340,2024-09-10,628.2,no
20340,2023-11-16,942.17,no
20341,2024-10-22,27.02,no
20341,2023-05-17,28.8,no
20341,2023-01-21,24.0,no
20342,2024-10-18,43.4,no
20342,2023-03-29,57.52,no
20342,2024-02-16,29.25,no
20342,2024-04-20,47.39,no
20343,2024-10-26,103.26,no
20343,2024-10-24,185.87,no
20343,2024-10-08,252.26,no
20343,2023-10-09,224.68,no
20344,2024-04-09,20.93,no
20344,2023-03-12,17.66,no
20345,2023-12-16,0.18,no
20345,2024-05-16,0.23,no
20345,2023-12-09,0.21,no
20346,2023-10-22,245.0,no
20346,2024-09-14,128.14,no
20347,2023-03-17,423.41,no
20347,2024-03-11,303.42,no
20347,2023-05-31,342.52,no
20347,2023-02-22,312.97,no
20347,2023-06-24,458.5,no
20348,2023-10-27,54.06,no
20348,2023-08-11,72.4,no
20348,2024-10-13,59.01,no
20348,2024-01-02,52.6,no
20349,2024-10-15,1.37,no
20349,2023-04-08,2.55,no
20349,2024-01-29,1.58,no
20349,2024-01-01,3.46,no
20349,2023-10-05,1.63,no
20350,2024-05-30,512.19,no
20350,2023-06-27,410.26,no
20350,2024-02-19,558.13,no
20350,2023-06-22,684.66,no
20351,2024-10-15,174.23,no
20351,2023-07-21,196.88,no
20351,2023-01-31,150.94,no
20351,2024-03-12,177.58,no
20352,2024-11-05,16.97,no
20352,2024-04-10,19.49,no
20352,2024-05-17,27.91,no
20352,2023-01-06,37.49,no
20352,2024-03-05,36.52,no
20353,2024-01-18,56.79,no
20353,2023-03-18,56.27,no
20354,2023-03-09,28.02,no
20354,2024-10-18,39.53,no
20354,2024-07-21,61.72,no
20354,2023-01-10,30.26,no
20354,2023-11-05,69.7,no
20355,2023-08-20,148.02,no
20355,2024-12-16,83.92,no
20355,2023-05-30,73.32,no
20355,2024-08-09,104.15,no
20355,2024-07-10,69.33,no
20356,2023-12-18,724.33,no
20356,2023-10-06,616.38,no
20357,2023-11-29,86.26,no
20357,2023-08-27,145.97,no
20357,2023-01-04,98.49,no
20357,2023-12-02,53.62,no
20358,2023-09-01,117.19,no
20358,2024-07-21,102.08,no
20358,2024-10-21,144.76,no
20358,2024-07-04,123.61,no
20358,2023-04-20,82.13,no
20359,2023-05-22,358.12,no
20359,2024-10-26,395.69,no
20359,2023-06-29,202.42,no
20360,2023-04-25,42.86,yes
20360,2024-10-12,71.26,yes
20360,2023-03-10,54.33,yes
20360,2023-01-07,53.47,yes
20361,2024-10-09,0.91,no
20361,2024-03-28,1.09,no
20361,2024-05-11,1.07,no
20361,2024-09-19,0.76,no
20362,2023-07-27,70.61,no
20362,2024-12-28,47.5,no
20362,2024-07-03,54.95,no
20362,2023-02-19,59.98,no
20363,2023-11-02,4.26,no
20363,2024-02-21,3.8,no
20364,2024-11-15,259.14,no
20364,2024-11-19,194.09,no
20364,2024-09-25,217.85,no
20365,2024-02-13,56.19,no
20365,2024-08-23,26.04,no
20365,2023-12-13,45.22,no
20365,2024-11-25,47.15,no
20365,2023-11-29,31.1,no
20366,2024-03-14,468.93,no
20366,2023-11-15,523.74,no
20366,2024-08-15,606.59,no
20366,2023-04-19,289.04,no
20367,2024-09-04,235.98,no
20367,2024-02-22,383.05,no
20367,2024-07-16,458.11,no
20368,2024-09-28,89.14,yes
20368,2024-01-24,106.14,yes
20369,2023-02-11,122.38,no
20369,2023-11-04,130.91,no
20370,2023-11-25,294.03,no
20370,2024-06-18,284.46,no
20370,2024-07-01,246.0,no
20371,2023-04-24,224.61,no
20371,2024-03-26,328.21,no
20371,2023-07-08,378.15,no
20372,2024-05-25,33.08,yes
20372,2023-04-24,34.33,yes
20372,2024-03-21,53.04,yes
20373,2024-11-30,712.16,no
20373,2023-02-09,666.87,no
20373,2023-05-14,750.24,no
20373,2023-08-22,695.05,no
20374,2024-02-22,39.42,yes
20374,2023-11-29,88.9,yes
20375,2023-05-11,56.85,no
20375,2023-08-28,119.36,no
20375,2024-08-08,74.5,no
20376,2023-04-20,9.01,no
20376,2024-08-10,13.37,no
20376,2023-10-14,6.06,no
20377,2024-05-22,1439.76,no
20377,2023-09-01,1013.46,no
20377,2023-06-14,1122.89,no
20377,2023-12-30,1004.05,no
20377,2023-04-28,852.22,no
20378,2023-05-30,1638.36,no
20378,2023-06-21,1472.89,no
20379,2023-03-17,118.47,no
20379,2023-03-24,120.28,no
20379,2023-12-28,123.76,no
20379,2024-03-18,88.76,no
20379,2024-10-31,98.9,no
20380,2024-11-16,50.22,no
20380,2023-12-11,54.99,no
20380,2023-12-23,36.68,no
20380,2024-02-22,25.08,no
20381,2023-01-12,64.58,no
20381,2023-04-18,101.11,no
20381,2024-10-05,143.94,no
20381,2023-03-28,116.38,no
20381,2023-07-20,74.38,no
20382,2024-11-10,1.41,no
20382,2023-02-09,1.28,no
20382,2024-07-15,0.95,no
20383,2023-10-08,282.99,no
20383,2023-09-08,334.65,no
20383,2024-09-29,278.64,no
20383,2024-01-06,492.38,no
20383,2024-09-05,561.62,no
20384,2023-10-16,136.98,no
20384,2024-11-24,96.97,no
20384,2023-02-03,148.36,no
20385,2024-12-12,1.63,no
20385,2023-12-22,1.27,no
20385,2024-05-19,1.62,no
20385,2024-10-19,0.64,no
20386,2024-05-09,96.91,yes
20386,2024-07-04,65.63,yes
20386,2024-09-11,77.99,yes
20386,2024-04-29,94.02,yes
20387,2023-08-26,143.97,no
20387,2024-03-01,81.52,no
20387,2024-04-09,141.37,no
20388,2024-01-17,388.67,no
20388,2023-11-03,135.47,no
20388,2023-10-01,397.11,no
20389,2023-05-11,609.76,no
20389,2024-10-08,665.42,no
20389,2023-02-13,673.68,no
20389,2024-03-12,619.59,no
20389,2024-04-05,631.56,no
20390,2024-03-04,33.48,no
20390,2024-12-26,21.65,no
20390,2023-03-20,58.71,no
20390,2023-04-09,32.78,no
20391,2024-12-20,1814.56,no
20391,2024-03-24,2159.98,no
20391,2024-08-17,1888.55,no
20391,2024-03-23,1401.66,no
20391,2024-10-16,1127.37,no
20392,2023-08-11,25.36,no
20392,2024-03-21,42.64,no
20392,2024-04-25,39.52,no
20392,2023-06-12,27.1,no
20392,2024-12-21,46.79,no
20393,2023-05-18,232.59,no
20393,2023-02-06,264.48,no
20393,2023-04-20,210.15,no
20394,2024-02-18,522.64,no
20394,2024-02-20,976.76,no
20395,2024-05-09,54.5,no
20395,2023-03-31,124.88,no
20396,2023-12-25,41.65,no
20396,2023-12-16,44.62,no
20397,2024-01-31,112.8,no
20397,2024-03-21,135.7,no
20397,2024-02-04,139.6,no
20397,2024-08-23,103.33,no
20398,2024-05-09,82.78,no
20398,2024-01-28,78.52,no
20398,2024-09-19,80.77,no
20398,2023-01-04,96.45,no
20398,2024-09-09,39.28,no
20399,2024-08-07,108.07,no
20399,2023-09-04,83.05,no
20400,2023-12-14,298.59,yes
20400,2024-08-08,349.59,yes
20400,2023-10-23,405.76,yes
20400,2023-07-31,144.85,yes
20401,2023-07-04,177.64,no
20401,2023-06-18,86.96,no
20401,2023-10-02,230.68,no
20401,2023-12-18,102.49,no
20401,2024-02-25,160.0,no
20402,2024-09-24,95.17,no
20402,2023-05-09,38.97,no
20402,2024-11-05,70.32,no
20402,2024-02-14,78.46,no
20403,2023-03-24,8.85,no
20403,2023-11-06,16.79,no
20404,2023-10-02,180.26,no
20404,2023-10-22,462.4,no
20404,2024-03-17,177.37,no
20404,2024-04-11,259.94,no
20405,2024-09-29,462.68,no
20405,2023-12-02,517.67,no
20405,2023-03-05,409.95,no
20406,2024-09-02,131.49,no
20406,2023-06-02,229.07,no
20406,2024-11-08,142.33,no
20406,2024-01-12,185.94,no
20407,2023-08-24,241.51,yes
20407,2023-11-25,205.79,yes
20407,2023-03-03,164.5,yes
20408,2024-02-10,102.14,no
20408,2024-01-21,70.59,no
20408,2024-08-22,65.6,no
20408,2023-07-09,61.15,no
20409,2023-09-04,5.17,no
20409,2023-01-08,3.6,no
20409,2024-10-28,2.43,no
20409,2023-02-07,1.97,no
20410,2023-03-05,299.94,yes
20410,2024-01-30,171.07,yes
20410,2023-11-14,184.74,yes
20411,2023-05-30,125.69,no
20411,2024-03-19,128.6,no
20411,2024-12-25,129.06,no
20411,2024-06-30,138.96,no
20411,2023-11-03,124.78,no
20412,2024-03-09,58.67,no
20412,2024-12-12,61.84,no
20412,2024-04-19,77.44,no
20412,2023-02-04,47.63,no
20413,2023-03-14,5.63,no
20413,2023-02-12,2.83,no
20413,2024-07-20,3.52,no
20414,2024-05-04,113.59,no
20414,2023-08-12,93.76,no
20414,2024-04-09,63.01,no
20414,2023-12-12,70.26,no
20415,2024-01-10,19.14,no
20415,2024-11-11,9.44,no
20415,2023-10-17,22.77,no
20415,2024-05-25,17.91,no
20415,2023-08-13,16.53,no
20416,2023-08-04,166.94,no
20416,2024-02-22,353.7,no
20416,2024-07-04,199.61,no
20416,2023-05-10,164.22,no
20416,2024-01-06,127.92,no
20417,2024-08-20,153.85,no
20417,2024-01-07,146.63,no
20417,2024-04-06,227.03,no
20418,2024-12-19,94.51,no
20418,2023-04-16,68.6,no
20418,2024-06-15,55.18,no
20419,2024-08-05,35.65,no
20419,2024-06-01,24.64,no
20419,2023-12-21,56.25,no
20420,2023-06-24,97.48,no
20420,2024-06-08,62.9,no
20420,2023-11-04,141.48,no
20420,2023-01-23,75.55,no
20421,2023-05-19,0.58,no
20421,2023-01-20,0.57,no
20422,2023-01-17,123.27,no
20422,2023-11-19,171.62,no
20423,2023-06-14,97.67,no
20423,2024-09-04,80.51,no
20423,2023-08-24,72.27,no
20423,2023-04-17,94.91,no
20424,2024-04-20,397.9,no
20424,2023-04-29,431.02,no
20425,2023-08-04,99.92,no
20425,2023-09-16,77.63,no
20426,2024-09-02,3.12,no
20426,2023-12-11,4.4,no
20427,2024-10-24,104.89,no
20427,2023-11-12,82.8,no
20428,2023-12-04,125.27,no
20428,2024-08-07,114.58,no
20429,2023-07-02,64.44,no
20429,2023-12-07,53.28,no
20429,2023-01-15,66.75,no
20429,2023-08-06,93.17,no
20430,2024-01-18,156.51,no
20430,2024-04-23,153.09,no
20431,2023-04-02,11.16,no
20431,2024-04-28,13.46,no
20431,2024-03-25,10.38,no
20432,2024-01-23,113.39,no
20432,2024-11-17,86.29,no
20433,2023-02-23,748.62,no
20433,2023-10-13,809.88,no
20433,2024-05-02,472.87,no
20433,2023-12-10,684.51,no
20434,2023-07-05,259.82,yes
20434,2024-02-13,222.55,yes
20434,2023-04-20,139.2,yes
20434,2024-12-17,194.92,yes
20434,2023-09-11,131.36,yes
20435,2023-02-07,38.92,no
20435,2024-10-06,24.79,no
20436,2023-07-31,61.7,no
20436,2023-07-23,103.08,no
20436,2023-08-26,105.09,no
20436,2023-08-08,129.47,no
20436,2023-09-26,91.76,no
20437,2023-05-18,30.62,no
20437,2024-06-28,31.31,no
20438,2024-11-01,165.65,yes
20438,2024-10-10,249.1,yes
20438,2023-10-31,171.76,yes
20439,2023-04-02,18.04,no
20439,2024-03-15,41.15,no
20439,2024-01-22,34.33,no
20439,2024-07-13,37.23,no
20440,2024-01-09,15.44,no
20440,2024-03-29,25.65,no
20440,2023-05-08,13.01,no
20440,2024-04-09,17.64,no
20441,2023-11-16,85.59,no
20441,2023-09-17,54.47,no
20442,2023-04-03,49.11,no
20442,2023-11-17,53.32,no
20442,2023-11-27,70.44,no
20442,2024-03-21,29.63,no
20443,2024-11-23,32.69,no
20443,2023-07-27,11.5,no
20443,2023-10-02,28.81,no
20443,2023-10-04,14.04,no
20444,2024-10-01,6.32,no
20444,2024-10-25,5.12,no
20444,2024-05-10,14.81,no
20444,2023-12-17,5.44,no
20444,2023-03-23,11.17,no
20445,2024-10-22,150.04,no
20445,2023-12-19,164.96,no
20445,2024-07-01,187.32,no
20445,2023-11-14,168.56,no
20445,2023-01-13,147.06,no
20446,2023-05-12,783.66,no
20446,2024-05-10,483.58,no
20447,2024-08-11,74.21,no
20447,2023-07-16,95.13,no
20447,2023-11-21,102.93,no
20447,2024-10-12,78.73,no
20447,2024-11-01,130.11,no
20448,2024-10-23,141.46,no
20448,2024-06-17,207.65,no
20449,2024-07-22,131.58,no
20449,2024-02-02,230.68,no
20450,2023-03-27,101.37,no
20450,2024-10-22,110.45,no
20451,2024-05-06,500.82,no
20451,2024-05-20,413.01,no
20451,2023-01-07,366.4,no
20451,2023-05-20,480.33,no
20452,2024-04-19,8.13,no
20452,2023-07-30,8.85,no
20452,2024-04-24,12.9,no
20452,2024-02-12,11.07,no
20453,2024-03-04,1123.66,no
20453,2023-08-30,563.03,no
20454,2024-09-07,127.29,yes
20454,2023-03-06,125.2,yes
20455,2024-06-20,138.09,no
20455,2023-07-24,88.27,no
20456,2023-06-14,67.6,no
20456,2024-06-13,135.99,no
20457,2024-03-31,111.97,no
20457,2024-10-21,109.14,no
20457,2024-01-04,81.56,no
20458,2024-11-14,9.87,no
20458,2023-08-12,3.97,no
20458,2023-06-04,8.01,no
20458,2024-04-21,5.88,no
20459,2023-01-05,64.66,no
20459,2024-05-31,49.44,no
20459,2023-05-09,46.42,no
20459,2024-10-31,56.46,no
20460,2023-05-08,13.72,no
20460,2023-06-25,16.3,no
20460,2024-01-10,18.33,no
20461,2024-08-18,7.48,no
20461,2023-08-14,13.59,no
20461,2024-05-05,8.61,no
20461,2023-04-27,10.25,no
20461,2023-01-15,14.86,no
20462,2023-08-23,109.83,no
20462,2024-02-03,132.88,no
20462,2024-09-08,78.0,no
20463,2024-09-13,156.74,no
20463,2023-05-13,76.99,no
20463,2024-04-19,179.0,no
20463,2024-01-20,186.35,no
20464,2023-05-22,182.46,no
20464,2023-09-27,143.45,no
20464,2023-01-23,115.02,no
20464,2023-11-19,152.61,no
20465,2024-03-14,38.6,no
20465,2024-10-19,43.26,no
20465,2023-12-17,49.04,no
20465,2024-10-04,22.89,no
20465,2024-05-28,27.53,no
20466,2023-10-22,7.1,no
20466,2024-03-26,9.85,no
20466,2024-11-17,7.64,no
20466,2023-08-23,4.71,no
20467,2024-06-03,216.01,no
20467,2023-02-19,155.97,no
20467,2024-09-15,232.79,no
20468,2024-12-13,30.19,no
20468,2023-10-04,37.36,no
20468,2024-05-10,51.17,no
20468,2023-11-30,21.69,no
20469,2024-12-10,79.55,no
20469,2023-04-11,78.06,no
20469,2023-03-29,72.22,no
20469,2024-11-13,77.45,no
20469,2023-05-25,38.24,no
20470,2023-04-03,161.46,no
20470,2024-01-09,307.81,no
20470,2024-01-05,237.45,no
20470,2024-11-10,250.95,no
20470,2023-07-11,303.58,no
20471,2023-08-12,36.02,no
20471,2023-09-18,61.56,no
20471,2024-02-06,61.33,no
20471,2024-05-26,79.25,no
20471,2024-09-09,31.67,no
20472,2024-09-07,260.1,no
20472,2023-05-01,190.31,no
20472,2023-06-14,151.26,no
20472,2023-12-01,171.65,no
20473,2023-03-12,34.94,no
20473,2023-06-12,39.88,no
20474,2024-03-27,216.48,no
20474,2023-03-26,279.59,no
20474,2024-11-30,306.82,no
20475,2024-04-10,205.89,no
20475,2024-10-20,381.17,no
20475,2023-09-16,288.24,no
20476,2024-05-23,58.01,no
20476,2023-08-11,76.81,no
20476,2023-04-07,44.78,no
20476,2024-07-09,42.82,no
20477,2023-04-30,135.34,no
20477,2023-11-07,141.26,no
20478,2024-02-07,2.71,no
20478,2023-11-17,1.99,no
20479,2024-10-20,34.67,no
20479,2023-04-24,43.3,no
20479,2024-11-27,22.7,no
20479,2024-12-22,37.5,no
20480,2023-09-25,58.01,no
20480,2023-04-06,36.21,no
20480,2023-09-08,33.97,no
20480,2023-09-21,59.59,no
20480,2023-03-15,30.34,no
20481,2024-02-17,122.29,no
20481,2024-04-30,54.72,no
20482,2023-02-04,131.34,no
20482,2023-09-05,338.22,no
20483,2024-02-08,303.48,yes
20483,2024-08-14,168.86,yes
20484,2023-08-03,652.52,no
20484,2024-05-22,870.12,no
20485,2024-06-07,1585.98,no
20485,2023-08-15,1235.77,no
20485,2023-11-15,858.58,no
20486,2023-07-23,0.72,no
20486,2023-03-31,0.28,no
20486,2023-10-06,0.42,no
20487,2023-01-03,38.37,no
20487,2023-12-07,71.02,no
20488,2023-06-15,67.79,no
20488,2023-01-21,111.2,no
20488,2024-06-05,56.64,no
20488,2023-05-14,92.63,no
20488,2023-08-28,88.34,no
20489,2023-09-28,941.32,no
20489,2024-08-21,1073.14,no
20489,2023-07-24,1207.65,no
20489,2023-09-07,550.68,no
20490,2024-12-24,29.25,no
20490,2024-01-02,22.99,no
20491,2023-04-06,2.42,no
20491,2024-11-08,1.46,no
20492,2024-01-09,111.22,no
20492,2023-09-12,62.81,no
20493,2023-05-01,373.64,no
20493,2024-02-08,159.55,no
20493,2024-12-02,360.08,no
20493,2024-11-24,202.77,no
20494,2023-09-17,35.62,no
20494,2023-05-10,45.97,no
20494,2024-07-06,50.83,no
20494,2024-11-27,61.71,no
20494,2023-06-06,56.55,no
20495,2024-10-19,41.12,no
20495,2024-01-01,26.51,no
20496,2023-02-21,39.58,no
20496,2023-08-31,82.43,no
20496,2024-07-17,42.07,no
20496,2023-08-01,55.59,no
20496,2024-05-27,73.6,no
20497,2023-05-07,57.98,no
20497,2023-07-25,49.63,no
20497,2023-06-10,31.62,no
20497,2024-02-18,28.46,no
20498,2024-07-20,110.98,yes
20498,2024-06-03,115.89,yes
20498,2024-10-05,63.61,yes
20498,2023-08-20,59.72,yes
20498,2024-06-07,59.04,yes
20499,2023-06-01,19.59,no
20499,2024-04-05,42.21,no
20499,2024-08-08,31.58,no
20499,2023-03-21,20.15,no
20500,2024-04-21,322.05,no
20500,2023-09-27,344.45,no
20500,2023-07-27,158.18,no
20501,2024-05-22,8.11,no
20501,2024-05-09,10.59,no
20502,2023-08-31,339.0,no
20502,2023-02-05,335.11,no
20503,2023-12-11,1930.44,no
20503,2024-01-01,2698.09,no
20503,2024-12-15,1106.65,no
20503,2023-10-19,1663.8,no
20504,2024-04-15,127.81,no
20504,2023-03-22,68.95,no
20504,2023-02-07,132.58,no
20504,2023-08-26,97.53,no
20505,2024-02-02,105.14,no
20505,2024-05-18,118.99,no
20505,2024-08-26,51.51,no
20505,2024-07-07,51.3,no
20505,2024-06-03,134.13,no
20506,2023-03-21,828.3,no
20506,2024-10-01,532.5,no
20506,2023-03-20,704.03,no
