age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,Customer_ID
56,management,divorced,tertiary,no,2126,yes,no,cellular,17,nov,131,1,-1,0,unknown,no,24357
46,management,single,tertiary,no,46,no,yes,cellular,17,nov,80,1,152,1,failure,no,24358
52,retired,married,secondary,no,5423,no,yes,cellular,17,nov,93,1,115,1,failure,no,24359
41,unemployed,divorced,tertiary,no,-198,yes,no,cellular,17,nov,165,1,-1,0,unknown,no,24360
40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,nov,64,1,-1,0,unknown,no,24361
51,blue-collar,married,secondary,no,-355,yes,yes,cellular,17,nov,122,2,-1,0,unknown,no,24362
47,management,married,tertiary,no,3505,no,no,cellular,17,nov,434,2,-1,0,unknown,yes,24363
58,retired,married,secondary,no,8332,no,no,unknown,17,nov,164,2,96,4,failure,no,24364
50,admin.,married,secondary,no,1575,no,no,cellular,17,nov,407,1,-1,0,unknown,no,24365
56,technician,divorced,secondary,no,689,yes,no,cellular,17,nov,110,1,103,4,failure,no,24366
58,management,married,tertiary,no,-565,yes,yes,cellular,17,nov,191,2,-1,0,unknown,no,24367
49,management,divorced,tertiary,no,2370,yes,yes,unknown,17,nov,56,1,103,2,other,no,24368
42,management,single,tertiary,no,328,yes,yes,cellular,17,nov,125,1,-1,0,unknown,no,24369
52,management,married,tertiary,no,2578,no,no,cellular,17,nov,412,1,-1,0,unknown,no,24370
53,admin.,married,secondary,no,1661,yes,yes,cellular,17,nov,85,1,-1,0,unknown,no,24371
49,management,married,tertiary,no,6493,yes,no,telephone,17,nov,180,1,-1,0,unknown,no,24372
57,housemaid,married,tertiary,no,3760,no,no,cellular,17,nov,1070,1,-1,0,unknown,no,24373
43,technician,single,secondary,no,463,yes,no,cellular,17,nov,266,2,-1,0,unknown,no,24374
59,retired,married,tertiary,no,135,yes,no,unknown,17,nov,94,1,-1,0,unknown,no,24375
45,management,married,tertiary,no,77,yes,no,cellular,17,nov,59,1,-1,0,unknown,no,24376
52,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,125,1,-1,0,unknown,no,24377
50,unemployed,single,secondary,no,2668,no,no,telephone,17,nov,1606,1,-1,0,unknown,no,24378
52,technician,single,secondary,no,1262,no,yes,cellular,17,nov,216,1,-1,0,unknown,no,24379
45,housemaid,married,secondary,no,20187,yes,no,cellular,17,nov,707,1,-1,0,unknown,no,24380
51,services,divorced,secondary,no,135,yes,yes,cellular,17,nov,862,1,-1,0,unknown,no,24381
51,services,married,secondary,no,1191,no,yes,cellular,17,nov,214,1,-1,0,unknown,no,24382
36,self-employed,married,tertiary,no,7343,no,no,cellular,17,nov,78,1,-1,0,unknown,no,24383
58,management,divorced,tertiary,no,315,yes,no,cellular,17,nov,62,2,-1,0,unknown,no,24384
58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279,1,-1,0,unknown,no,24385
31,admin.,single,tertiary,no,0,no,no,cellular,17,nov,173,1,-1,0,unknown,no,24386
31,admin.,married,tertiary,no,1144,yes,yes,cellular,17,nov,89,1,-1,0,unknown,no,24387
33,management,married,tertiary,no,685,no,no,unknown,17,nov,53,1,-1,0,unknown,no,24388
34,management,single,tertiary,no,621,yes,no,cellular,17,nov,97,1,-1,0,unknown,no,24389
53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,unknown,yes,24390
48,blue-collar,married,secondary,no,1039,yes,no,cellular,17,nov,581,1,-1,0,unknown,no,24391
42,management,divorced,tertiary,no,0,no,no,cellular,17,nov,116,1,-1,0,unknown,no,24392
51,technician,married,secondary,no,0,yes,no,cellular,17,nov,70,1,-1,0,unknown,no,24393
46,management,married,secondary,no,1306,yes,no,telephone,17,nov,155,1,-1,0,unknown,no,24394
34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,no,24395
45,technician,single,secondary,no,819,no,yes,cellular,17,nov,200,1,-1,0,unknown,no,24396
47,blue-collar,married,secondary,no,33,no,no,telephone,17,nov,27,1,-1,0,unknown,no,24397
31,management,married,tertiary,no,898,no,no,cellular,17,nov,578,1,-1,0,unknown,no,24398
47,management,married,tertiary,no,2919,yes,no,cellular,17,nov,153,1,-1,0,unknown,no,24399
35,management,married,tertiary,no,1108,yes,no,cellular,17,nov,52,1,-1,0,unknown,no,24400
39,management,single,primary,no,0,yes,yes,cellular,17,nov,62,1,-1,0,unknown,no,24401
32,admin.,single,secondary,no,4344,yes,no,cellular,17,nov,79,2,118,3,failure,no,24402
40,technician,married,secondary,no,1952,yes,no,cellular,17,nov,310,1,-1,0,unknown,no,24403
56,management,married,tertiary,no,2551,yes,no,cellular,17,nov,150,2,-1,0,unknown,no,24404
54,technician,married,secondary,no,472,yes,yes,unknown,17,nov,229,2,150,1,failure,no,24405
45,technician,single,secondary,no,1171,yes,no,cellular,17,nov,34,1,-1,0,unknown,no,24406
59,retired,divorced,secondary,no,514,yes,no,cellular,17,nov,573,1,188,1,other,no,24407
30,management,single,tertiary,no,1435,yes,no,cellular,17,nov,104,3,-1,0,unknown,no,24408
41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,unknown,no,24409
45,admin.,single,secondary,no,597,no,yes,telephone,17,nov,73,1,-1,0,unknown,no,24410
59,management,married,primary,no,252,yes,yes,cellular,17,nov,138,1,175,2,failure,no,24411
40,technician,married,secondary,no,0,yes,no,cellular,17,nov,74,2,196,1,failure,no,24412
45,management,divorced,tertiary,no,6572,yes,no,cellular,17,nov,42,2,-1,0,unknown,no,24413
46,management,divorced,secondary,no,10,yes,no,cellular,17,nov,273,1,-1,0,unknown,no,24414
45,management,married,secondary,no,4425,no,no,unknown,17,nov,147,1,110,2,failure,no,24415
43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no,24416
30,management,single,secondary,no,18,yes,no,cellular,17,nov,294,1,-1,0,unknown,no,24417
46,technician,married,secondary,no,0,yes,no,cellular,17,nov,96,1,-1,0,unknown,no,24418
57,admin.,married,secondary,no,92,no,yes,cellular,17,nov,49,3,-1,0,unknown,no,24419
55,retired,married,secondary,no,4230,no,yes,cellular,17,nov,163,3,-1,0,unknown,no,24420
43,technician,married,secondary,no,0,no,yes,cellular,17,nov,103,2,193,3,failure,no,24421
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,17,nov,89,2,118,3,failure,no,24422
48,technician,married,secondary,yes,295,no,yes,cellular,17,nov,190,2,-1,0,unknown,no,24423
42,unemployed,married,secondary,no,4544,no,no,cellular,17,nov,77,2,-1,0,unknown,no,24424
49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes,24425
49,entrepreneur,married,tertiary,no,313,yes,no,cellular,17,nov,42,2,188,2,failure,no,24426
46,management,married,tertiary,no,716,yes,yes,cellular,17,nov,106,1,-1,0,unknown,no,24427
43,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,105,1,-1,0,unknown,no,24428
39,blue-collar,single,primary,no,419,yes,no,cellular,17,nov,186,1,181,1,failure,no,24429
37,technician,married,secondary,no,344,yes,yes,cellular,17,nov,56,1,-1,0,unknown,no,24430
40,management,single,tertiary,no,0,no,yes,cellular,17,nov,657,1,-1,0,unknown,no,24431
37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,unknown,no,24432
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,65,1,-1,0,unknown,no,24433
48,management,married,primary,no,427,no,no,cellular,17,nov,62,1,-1,0,unknown,no,24434
42,technician,married,tertiary,no,14282,yes,no,cellular,17,nov,77,1,103,4,success,no,24435
45,admin.,divorced,secondary,no,0,yes,no,cellular,17,nov,102,1,-1,0,unknown,no,24436
58,admin.,married,secondary,no,3735,no,no,cellular,17,nov,91,2,-1,0,unknown,no,24437
43,admin.,married,tertiary,no,279,yes,no,cellular,17,nov,111,1,-1,0,unknown,no,24438
56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no,24439
58,retired,divorced,secondary,no,-370,no,no,cellular,17,nov,1449,1,-1,0,unknown,no,24440
54,unemployed,single,secondary,no,380,no,no,cellular,17,nov,696,2,-1,0,unknown,yes,24441
35,management,married,tertiary,no,209,yes,no,cellular,17,nov,188,1,-1,0,unknown,no,24442
36,management,married,tertiary,no,441,yes,yes,cellular,17,nov,160,2,-1,0,unknown,no,24443
33,management,married,secondary,no,0,yes,no,cellular,17,nov,407,1,-1,0,unknown,no,24444
43,technician,married,secondary,no,536,yes,no,cellular,17,nov,77,1,-1,0,unknown,no,24445
53,management,divorced,tertiary,no,5187,no,yes,cellular,17,nov,560,2,-1,0,unknown,no,24446
46,self-employed,single,secondary,no,1029,no,no,cellular,17,nov,108,2,-1,0,unknown,no,24447
45,unemployed,single,secondary,no,0,yes,no,cellular,17,nov,113,2,-1,0,unknown,no,24448
44,admin.,married,secondary,no,4826,yes,no,cellular,17,nov,102,1,185,4,other,no,24449
42,services,married,secondary,no,1048,yes,no,cellular,17,nov,71,1,186,1,failure,no,24450
54,services,divorced,secondary,no,2398,yes,no,cellular,17,nov,73,1,-1,0,unknown,no,24451
35,technician,married,secondary,no,0,yes,yes,cellular,17,nov,199,1,-1,0,unknown,no,24452
39,admin.,married,primary,no,0,no,no,cellular,17,nov,106,1,-1,0,unknown,no,24453
42,blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96,1,-1,0,unknown,no,24454
41,management,married,secondary,no,71,yes,no,cellular,17,nov,64,1,-1,0,unknown,no,24455
32,blue-collar,single,primary,no,1918,yes,no,cellular,17,nov,321,1,-1,0,unknown,no,24456
47,entrepreneur,married,secondary,no,2192,yes,no,cellular,17,nov,134,1,-1,0,unknown,no,24457
45,services,married,secondary,no,4005,yes,no,cellular,17,nov,141,1,-1,0,unknown,no,24458
36,services,married,secondary,no,0,no,no,cellular,17,nov,94,1,-1,0,unknown,no,24459
35,services,single,secondary,no,2223,no,no,cellular,17,nov,499,3,-1,0,unknown,no,24460
41,technician,married,secondary,no,112,yes,no,cellular,17,nov,1081,1,131,1,failure,no,24461
53,admin.,divorced,tertiary,no,493,yes,yes,cellular,17,nov,64,3,-1,0,unknown,no,24462
32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no,24463
35,admin.,married,secondary,no,0,yes,no,telephone,17,nov,84,1,-1,0,unknown,no,24464
51,technician,single,secondary,no,17092,no,no,cellular,17,nov,35,1,-1,0,unknown,no,24465
44,services,married,secondary,no,163,yes,no,cellular,17,nov,73,1,-1,0,unknown,no,24466
41,technician,married,secondary,no,3029,yes,no,cellular,17,nov,251,2,-1,0,unknown,no,24467
53,technician,single,secondary,no,6164,yes,no,cellular,17,nov,101,1,-1,0,unknown,no,24468
51,technician,married,secondary,no,563,yes,no,cellular,17,nov,504,1,123,3,failure,no,24469
31,admin.,married,secondary,no,1246,yes,no,cellular,17,nov,111,2,-1,0,unknown,no,24470
58,management,married,tertiary,no,16264,no,no,telephone,17,nov,215,3,-1,0,unknown,no,24471
43,services,divorced,unknown,no,2363,yes,no,cellular,17,nov,229,1,-1,0,unknown,no,24472
36,blue-collar,married,secondary,no,1797,yes,yes,cellular,17,nov,166,1,181,2,failure,no,24473
49,management,married,tertiary,no,7007,no,no,cellular,17,nov,325,2,-1,0,unknown,no,24474
52,technician,married,tertiary,no,3440,yes,no,cellular,17,nov,124,1,131,1,failure,no,24475
36,unemployed,married,secondary,no,16,yes,yes,cellular,17,nov,89,2,-1,0,unknown,no,24476
56,management,married,primary,no,13,no,no,cellular,17,nov,240,1,-1,0,unknown,no,24477
56,management,divorced,tertiary,no,968,no,no,cellular,17,nov,105,1,-1,0,unknown,no,24478
44,management,single,tertiary,no,300,yes,no,cellular,17,nov,48,1,-1,0,unknown,no,24479
58,admin.,married,secondary,no,2747,no,no,cellular,17,nov,907,2,-1,0,unknown,no,24480
57,management,married,tertiary,yes,-24,yes,no,telephone,17,nov,14,1,-1,0,unknown,no,24481
48,services,divorced,secondary,no,361,no,no,cellular,17,nov,287,1,-1,0,unknown,no,24482
32,management,married,tertiary,no,81,yes,no,cellular,17,nov,120,1,-1,0,unknown,no,24483
44,blue-collar,married,secondary,no,508,yes,no,cellular,17,nov,158,1,-1,0,unknown,no,24484
58,management,divorced,secondary,no,321,no,yes,cellular,17,nov,254,2,-1,0,unknown,no,24485
42,entrepreneur,married,tertiary,no,373,no,no,cellular,17,nov,174,1,154,3,failure,no,24486
38,management,married,secondary,no,3840,yes,yes,cellular,17,nov,62,1,-1,0,unknown,no,24487
56,management,divorced,tertiary,no,2096,no,no,cellular,17,nov,209,2,-1,0,unknown,no,24488
45,technician,married,secondary,no,2020,yes,no,cellular,17,nov,62,1,131,1,failure,no,24489
35,entrepreneur,married,secondary,no,24,yes,no,cellular,17,nov,128,1,181,1,failure,no,24490
46,admin.,divorced,secondary,no,-637,yes,no,cellular,17,nov,153,1,-1,0,unknown,no,24491
38,management,married,tertiary,no,425,yes,no,cellular,17,nov,240,1,181,1,failure,no,24492
40,blue-collar,married,primary,no,69,yes,no,cellular,17,nov,375,1,-1,0,unknown,no,24493
47,technician,married,secondary,no,80,no,yes,cellular,17,nov,74,1,145,1,failure,no,24494
41,management,married,primary,no,5310,yes,no,cellular,17,nov,984,1,-1,0,unknown,yes,24495
56,management,married,tertiary,no,935,yes,no,cellular,17,nov,140,1,-1,0,unknown,no,24496
33,admin.,married,tertiary,no,585,yes,no,cellular,17,nov,131,1,-1,0,unknown,no,24497
52,self-employed,married,tertiary,no,0,yes,no,cellular,17,nov,117,2,-1,0,unknown,no,24498
48,management,divorced,tertiary,no,757,yes,no,cellular,17,nov,90,1,-1,0,unknown,no,24499
45,management,divorced,tertiary,no,3150,yes,no,cellular,17,nov,101,2,-1,0,unknown,no,24500
32,technician,married,secondary,no,5,yes,no,cellular,17,nov,114,1,-1,0,unknown,no,24501
43,self-employed,married,secondary,no,634,yes,no,cellular,17,nov,65,1,131,1,failure,no,24502
33,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,809,3,181,1,other,no,24503
46,management,married,tertiary,no,9678,yes,no,cellular,17,nov,318,1,-1,0,unknown,no,24504
40,blue-collar,single,secondary,no,677,yes,no,cellular,17,nov,619,1,171,5,other,no,24505
42,unemployed,married,unknown,no,970,yes,no,telephone,17,nov,725,1,119,10,success,no,24506
52,management,married,tertiary,no,0,yes,no,cellular,17,nov,164,2,-1,0,unknown,no,24507
54,technician,married,secondary,no,899,no,yes,cellular,17,nov,61,1,145,1,other,no,24508
55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,-1,0,unknown,yes,24509
50,management,married,tertiary,no,830,no,no,cellular,17,nov,71,1,138,2,failure,no,24510
51,technician,married,unknown,no,-174,yes,yes,cellular,17,nov,348,1,-1,0,unknown,no,24511
51,self-employed,divorced,tertiary,no,1357,yes,no,cellular,17,nov,233,3,-1,0,unknown,no,24512
38,management,single,tertiary,no,0,yes,no,cellular,17,nov,213,2,-1,0,unknown,no,24513
54,management,married,tertiary,no,-1415,yes,yes,cellular,17,nov,135,1,-1,0,unknown,no,24514
26,unknown,single,secondary,no,1187,no,no,unknown,17,nov,44,1,-1,0,unknown,no,24515
56,management,married,tertiary,no,0,no,no,cellular,17,nov,194,1,-1,0,unknown,no,24516
54,services,married,secondary,no,2719,yes,no,cellular,17,nov,166,2,171,2,failure,no,24517
56,services,divorced,primary,no,588,no,no,cellular,17,nov,303,2,-1,0,unknown,no,24518
38,admin.,married,unknown,no,4583,yes,no,cellular,17,nov,191,2,-1,0,unknown,no,24519
44,unemployed,married,secondary,no,0,yes,no,cellular,17,nov,58,1,195,2,failure,no,24520
45,self-employed,married,tertiary,no,0,yes,no,cellular,17,nov,134,1,-1,0,unknown,no,24521
42,blue-collar,married,secondary,no,1657,yes,yes,cellular,17,nov,155,1,-1,0,unknown,no,24522
53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,unknown,no,24523
46,entrepreneur,divorced,tertiary,no,567,yes,no,cellular,17,nov,554,2,-1,0,unknown,no,24524
56,management,divorced,tertiary,no,722,no,no,cellular,17,nov,218,2,-1,0,unknown,no,24525
53,services,divorced,primary,no,200,no,no,cellular,17,nov,182,3,-1,0,unknown,no,24526
59,management,married,tertiary,no,1783,no,yes,cellular,17,nov,540,2,-1,0,unknown,yes,24527
43,blue-collar,divorced,secondary,no,-259,no,no,cellular,17,nov,732,1,171,2,other,no,24528
37,blue-collar,married,secondary,no,22341,yes,no,cellular,17,nov,175,1,-1,0,unknown,no,24529
37,management,married,tertiary,no,785,yes,no,cellular,17,nov,219,2,-1,0,unknown,no,24530
51,management,married,tertiary,no,248,yes,yes,cellular,17,nov,139,2,126,3,failure,no,24531
44,management,married,tertiary,no,226,yes,no,cellular,17,nov,76,3,-1,0,unknown,no,24532
36,admin.,married,secondary,no,746,yes,no,cellular,17,nov,581,3,-1,0,unknown,no,24533
52,management,married,tertiary,no,4504,yes,no,cellular,17,nov,268,2,-1,0,unknown,no,24534
51,technician,married,secondary,no,12061,yes,no,cellular,17,nov,150,1,188,1,failure,no,24535
42,technician,single,secondary,no,-15,no,no,cellular,17,nov,89,1,145,1,failure,no,24536
32,management,married,tertiary,no,6274,yes,no,cellular,17,nov,500,2,-1,0,unknown,no,24537
53,retired,single,secondary,yes,-741,yes,yes,cellular,17,nov,53,1,-1,0,unknown,no,24538
52,management,married,tertiary,no,2920,yes,no,cellular,17,nov,131,2,-1,0,unknown,no,24539
41,blue-collar,married,secondary,no,2152,yes,no,cellular,17,nov,369,1,-1,0,unknown,no,24540
46,management,married,tertiary,no,189,yes,no,cellular,17,nov,111,1,-1,0,unknown,no,24541
34,admin.,single,secondary,no,601,no,no,cellular,17,nov,184,3,-1,0,unknown,no,24542
42,services,single,secondary,no,877,no,no,cellular,17,nov,90,2,-1,0,unknown,no,24543
40,services,married,secondary,no,28,no,no,telephone,17,nov,48,1,-1,0,unknown,no,24544
46,services,divorced,secondary,no,0,no,no,cellular,17,nov,407,1,150,3,success,no,24545
48,management,married,tertiary,no,5326,no,no,cellular,17,nov,116,2,-1,0,unknown,no,24546
55,housemaid,married,primary,no,1563,yes,no,cellular,17,nov,128,2,-1,0,unknown,no,24547
45,management,married,tertiary,no,1932,yes,no,cellular,17,nov,146,1,-1,0,unknown,no,24548
48,management,divorced,tertiary,no,1144,yes,no,cellular,17,nov,78,1,-1,0,unknown,no,24549
50,admin.,married,unknown,no,4861,no,no,cellular,17,nov,256,2,-1,0,unknown,no,24550
41,blue-collar,married,primary,no,4593,yes,yes,cellular,17,nov,190,1,-1,0,unknown,no,24551
36,technician,married,tertiary,no,99,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no,24552
50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure,no,24553
58,unknown,divorced,secondary,no,3111,yes,no,cellular,17,nov,111,1,188,2,failure,no,24554
43,admin.,married,secondary,no,2576,yes,no,cellular,17,nov,143,2,-1,0,unknown,no,24555
44,management,married,tertiary,no,1451,yes,no,cellular,17,nov,157,3,150,12,failure,no,24556
52,management,married,unknown,no,672,no,yes,cellular,17,nov,171,1,-1,0,unknown,no,24557
52,management,married,tertiary,no,1319,yes,no,cellular,17,nov,113,1,-1,0,unknown,no,24558
38,blue-collar,single,secondary,no,1012,yes,yes,telephone,17,nov,69,1,-1,0,unknown,no,24559
41,unemployed,married,primary,no,557,yes,no,cellular,17,nov,158,1,173,1,failure,no,24560
52,retired,married,secondary,no,5057,no,no,cellular,17,nov,104,1,-1,0,unknown,no,24561
46,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,1,-1,0,unknown,no,24562
40,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,113,1,-1,0,unknown,no,24563
42,admin.,single,secondary,no,1143,yes,yes,telephone,17,nov,106,1,-1,0,unknown,no,24564
41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,-1,0,unknown,yes,24565
37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,no,24566
53,admin.,married,secondary,no,350,no,yes,cellular,17,nov,113,3,132,2,failure,no,24567
59,self-employed,married,tertiary,no,34247,yes,no,cellular,17,nov,66,2,-1,0,unknown,no,24568
55,technician,married,tertiary,no,0,no,no,cellular,17,nov,501,1,-1,0,unknown,no,24569
53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure,no,24570
49,admin.,married,secondary,no,0,yes,no,cellular,17,nov,201,1,-1,0,unknown,no,24571
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,unknown,no,24572
52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,failure,no,24573
36,management,divorced,tertiary,no,3837,yes,no,cellular,17,nov,184,1,193,1,success,no,24574
50,admin.,divorced,secondary,no,202,no,yes,cellular,17,nov,148,1,-1,0,unknown,no,24575
38,management,married,secondary,no,242,no,no,cellular,17,nov,88,2,-1,0,unknown,no,24576
35,entrepreneur,single,tertiary,no,16,no,no,cellular,17,nov,158,2,-1,0,unknown,no,24577
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no,24578
52,management,married,tertiary,no,11650,yes,no,cellular,17,nov,48,1,-1,0,unknown,no,24579
44,management,married,tertiary,no,58,yes,no,cellular,17,nov,48,1,126,3,failure,no,24580
59,management,divorced,tertiary,no,3552,yes,no,cellular,17,nov,690,1,123,7,other,no,24581
43,technician,single,unknown,no,572,no,no,cellular,17,nov,80,2,-1,0,unknown,no,24582
32,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,159,2,195,2,failure,no,24583
37,admin.,married,secondary,no,131,no,no,cellular,17,nov,48,2,-1,0,unknown,no,24584
53,retired,married,secondary,no,38,yes,no,cellular,17,nov,89,1,-1,0,unknown,no,24585
33,self-employed,single,tertiary,no,2155,no,no,cellular,17,nov,295,1,-1,0,unknown,no,24586
35,self-employed,married,tertiary,no,560,yes,no,cellular,17,nov,46,1,-1,0,unknown,no,24587
41,management,married,tertiary,no,20,yes,no,cellular,17,nov,99,1,151,2,failure,no,24588
37,services,married,secondary,yes,-954,yes,no,cellular,17,nov,69,1,180,3,failure,no,24589
43,housemaid,married,primary,no,0,no,yes,cellular,17,nov,836,1,129,2,failure,no,24590
51,blue-collar,married,primary,no,230,yes,no,cellular,17,nov,174,1,195,1,failure,no,24591
56,management,married,tertiary,no,505,yes,yes,cellular,17,nov,171,1,172,2,failure,no,24592
44,blue-collar,married,primary,no,93,yes,no,cellular,17,nov,230,1,-1,0,unknown,no,24593
52,technician,married,unknown,no,0,yes,no,cellular,17,nov,136,1,-1,0,unknown,no,24594
44,services,married,secondary,no,3843,yes,no,cellular,17,nov,70,1,150,2,other,no,24595
56,management,single,primary,no,109,no,yes,telephone,17,nov,124,1,129,18,other,no,24596
34,management,single,tertiary,no,2347,no,yes,cellular,17,nov,555,1,-1,0,unknown,no,24597
36,blue-collar,married,secondary,no,1392,no,yes,cellular,17,nov,231,1,-1,0,unknown,no,24598
48,retired,married,secondary,no,264,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no,24599
59,management,married,tertiary,no,3640,no,no,cellular,17,nov,226,2,-1,0,unknown,no,24600
58,management,married,tertiary,no,1831,no,no,cellular,17,nov,1531,1,-1,0,unknown,no,24601
49,management,divorced,tertiary,no,1904,no,yes,cellular,17,nov,131,2,-1,0,unknown,no,24602
47,technician,married,secondary,no,734,yes,no,cellular,17,nov,92,3,-1,0,unknown,no,24603
37,management,married,tertiary,no,620,yes,no,cellular,17,nov,93,3,-1,0,unknown,no,24604
39,self-employed,married,tertiary,no,5,yes,no,cellular,17,nov,118,2,131,1,other,no,24605
38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,failure,no,24606
31,technician,married,secondary,no,0,yes,no,cellular,17,nov,326,2,-1,0,unknown,no,24607
50,management,married,tertiary,no,4654,no,no,cellular,17,nov,251,2,-1,0,unknown,no,24608
42,technician,married,primary,no,275,no,no,cellular,17,nov,295,2,109,9,failure,no,24609
34,management,single,tertiary,no,1049,yes,no,cellular,17,nov,101,2,129,1,failure,no,24610
51,blue-collar,married,secondary,no,1414,yes,no,unknown,17,nov,422,3,186,2,failure,no,24611
59,admin.,married,secondary,no,2145,no,no,telephone,17,nov,273,2,-1,0,unknown,no,24612
41,management,married,tertiary,no,653,yes,no,telephone,17,nov,60,2,-1,0,unknown,no,24613
43,blue-collar,married,secondary,no,-210,yes,no,cellular,17,nov,523,2,-1,0,unknown,no,24614
30,technician,single,secondary,no,163,yes,no,cellular,17,nov,72,3,-1,0,unknown,no,24615
38,blue-collar,married,primary,no,0,yes,no,cellular,17,nov,78,2,193,2,failure,no,24616
49,admin.,married,secondary,no,1058,no,no,telephone,17,nov,291,3,-1,0,unknown,no,24617
38,management,single,tertiary,no,11971,yes,no,unknown,17,nov,609,2,101,3,failure,no,24618
41,management,single,tertiary,no,7595,no,no,cellular,17,nov,1121,2,-1,0,unknown,no,24619
47,management,married,secondary,no,794,yes,yes,cellular,17,nov,564,2,-1,0,unknown,no,24620
56,housemaid,married,primary,no,1168,no,no,telephone,17,nov,673,2,-1,0,unknown,no,24621
53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,150,1,success,yes,24622
41,blue-collar,married,secondary,no,271,yes,no,cellular,17,nov,148,2,172,2,failure,no,24623
57,technician,married,secondary,no,1158,no,no,unknown,17,nov,204,2,109,21,other,no,24624
47,management,married,secondary,no,0,yes,yes,cellular,17,nov,124,2,-1,0,unknown,no,24625
48,management,divorced,tertiary,no,-478,yes,no,cellular,17,nov,87,5,167,6,failure,no,24626
54,management,married,tertiary,no,3795,yes,yes,cellular,17,nov,227,2,119,1,failure,no,24627
50,management,married,tertiary,no,463,no,yes,cellular,17,nov,141,3,-1,0,unknown,no,24628
55,entrepreneur,married,secondary,no,653,yes,no,cellular,17,nov,193,2,186,1,failure,no,24629
40,management,married,tertiary,no,486,yes,yes,cellular,17,nov,69,2,-1,0,unknown,no,24630
50,technician,married,secondary,no,2242,no,no,cellular,17,nov,170,2,-1,0,unknown,no,24631
38,technician,single,secondary,no,1255,yes,no,cellular,17,nov,151,2,171,2,failure,no,24632
50,technician,divorced,secondary,no,-403,no,yes,cellular,17,nov,130,2,119,2,failure,no,24633
52,blue-collar,married,unknown,no,2171,yes,no,cellular,17,nov,567,2,-1,0,unknown,no,24634
43,management,married,tertiary,no,0,yes,no,cellular,17,nov,360,2,-1,0,unknown,no,24635
49,blue-collar,divorced,secondary,no,23,no,no,cellular,17,nov,221,2,-1,0,unknown,no,24636
42,unemployed,married,primary,no,2636,no,no,cellular,17,nov,178,2,151,1,failure,no,24637
40,housemaid,married,secondary,no,1029,yes,yes,cellular,17,nov,117,2,117,3,failure,no,24638
46,services,married,unknown,no,12839,yes,no,cellular,17,nov,228,4,-1,0,unknown,no,24639
50,admin.,married,secondary,no,1241,yes,yes,telephone,17,nov,49,2,-1,0,unknown,no,24640
48,management,married,secondary,no,-1157,no,yes,cellular,17,nov,125,2,-1,0,unknown,no,24641
34,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63,2,-1,0,unknown,no,24642
38,admin.,married,secondary,no,0,no,no,telephone,17,nov,599,2,158,8,other,no,24643
31,self-employed,single,tertiary,no,917,no,yes,cellular,17,nov,367,3,-1,0,unknown,no,24644
43,management,married,tertiary,no,1781,no,no,cellular,17,nov,69,2,-1,0,unknown,no,24645
51,management,single,tertiary,no,2139,no,no,cellular,17,nov,176,2,-1,0,unknown,no,24646
34,management,married,tertiary,no,815,no,no,cellular,17,nov,161,2,-1,0,unknown,no,24647
